name_location,website,boro,address_area,latitude,longitude,type
Lincoln Square,,Manhattan,Broadway & 63 St ,40.771372,-73.982072,public recycling bin
Lincoln Square,,Manhattan,Broadway & 66 St,40.773715,-73.981957,public recycling bin
Maggie's Garden,,Manhattan,1547 Lexington Ave,40.828677,-73.948059,public recycling bin
McCaffry Plgd â€“ Parks,,Manhattan,W 43 St Btwn 8 & 9 Ave,40.758977,-73.991396,public recycling bin
Mobilization for Change Community Garden,,Manhattan,955 Columbus Avenue ,40.799707,-73.962203,public recycling bin
Morningside Park,,Manhattan,Morningside Ave,40.80413,-73.958298,public recycling bin
Morningside Park,,Manhattan,Morningside Dr,40.801921,-73.960854,public recycling bin
Morningside Park,,Manhattan,W 113 St,40.803133,-73.958336,public recycling bin
Morningside Park,,Manhattan,W 116 St,40.805621,-73.958455,public recycling bin
Morris Jumel Ecological Garden,,Manhattan,455-457 W 162nd Street ,40.835708,-73.939122,public recycling bin
Museum of Natural History/Planitarium,,Manhattan,Central Park West,40.780558,-73.972924,public recycling bin
Museum of Natural History/Planitarium,,Manhattan,W 78 St & Columbus Ave,40.781265,-73.975927,public recycling bin
Museum of Natural History/Planitarium,,Manhattan,W 79 St & Columbus Ave,40.781936,-73.97542,public recycling bin
Museum of Natural History/Planitarium,,Manhattan,W 81 St Loop,40.782175,-73.972256,public recycling bin
Museum of Natural History/Planitarium,,Manhattan,W 81 St Loop,40.782666,-73.973215,public recycling bin
Our Little Green Acres (Garden Eight),,Manhattan,275-277 W. 122nd St.,40.808183,-73.95205,public recycling bin
Park Row & Beekman Street,,Manhattan,Outside Plaza  Entrance,40.711826,-74.007142,public recycling bin
Parks Council Success Garden- P.S. 175 I.S. 275,,Manhattan,116-122 West 134th Street ,40.814478,-73.943498,public recycling bin
Payson Playground,,Manhattan,Inwood Hill Park,40.867205,-73.929121,public recycling bin
Pelham Fritz,,Manhattan,18 Mount Morris Park,40.805463,-73.946284,public recycling bin
Pier 25,,Manhattan,"Pier 25 West End, Hudson River Park",40.720478,-74.016223,public recycling bin
Pier 25 Mini Golf & Skate Park,,Manhattan,Hudson River Park ,40.720176,-74.013949,public recycling bin
Pier 25 Playground,,Manhattan,"Pier 25 Playground West Gate, Hudson River Park",40.719714,-74.012943,public recycling bin
Pier 40,,Manhattan,"Pier 40 Courtyard & Tunnel, Hudson River Park",40.72917,-74.011317,public recycling bin
Pier 40 Dog Run,,Manhattan,"Pier 40, Hudson River Park",40.73038,-74.011005,public recycling bin
Pier 40 Roof,,Manhattan,"Pier 40, Hudson River Park",40.728828,-74.011903,public recycling bin
Pier 45,,Manhattan,Hudson River Park ,40.732971,-74.010875,public recycling bin
Pier 57,,Manhattan,Hudson River Park ,40.74341,-74.009,public recycling bin
Pier 84 (44 St Park Building),,Manhattan,Hudson River Park ,40.763247,-74.000042,public recycling bin
Pleasant Village Community Garden,,Manhattan,342-353 Pleasant Ave./502 E. 119th Street,40.796609,-73.931602,public recycling bin
Promenade South,,Manhattan,Hudson River Park ,40.707656,-74.015976,public recycling bin
Rec Center  54,,Manhattan,E 54 St Btwn 1 Ave & 2 Ave,40.756564,-73.965043,public recycling bin
Riverside Park- Plgd @ 83rd St.,,Manhattan,Riverside Park,40.787059,-73.982257,public recycling bin
Rucker Park-parks,,Manhattan,155 St & Frederick Douglass Blvd,40.829744,-73.936431,public recycling bin
Sara D. Roosevelt,,Manhattan,Chrystie St,40.721035,-73.991596,public recycling bin
Seward park,,Manhattan,Seward park,40.714603,-73.990111,public recycling bin
Sixth St. & Ave. B,,Manhattan,78-92 Avenue B,40.724254,-73.982088,public recycling bin
Soho Parnership,,Manhattan,Broadway &  Prince St ,40.724319,-73.997828,public recycling bin
Soho Partnership,,Manhattan,Spring St & Lafayette St,40.72227,-73.997287,public recycling bin
St. Catherine's ,,Manhattan,St. Catherine's Park,40.76512,-73.958509,public recycling bin
St. Nicholas,,Manhattan,135 St & St. Nicholas Ave,40.817272,-73.948248,public recycling bin
St. Vartan's ,,Manhattan,St. Vartan's Park,40.744858,-73.973764,public recycling bin
Stuyvesant- Parks,,Manhattan,East River Bikeway,40.73277,-73.97406,public recycling bin
Thomas Jefferson,,Manhattan,Jefferson Park,40.793412,-73.937115,public recycling bin
Thomas Payne,,Manhattan,Centre St & Worth St,40.715059,-74.002355,public recycling bin
Thomas Payne,,Manhattan,Duane St & Centre St,40.714045,-74.003135,public recycling bin
Thomas Payne,,Manhattan,Duane St & Lafayette St,40.714224,-74.003285,public recycling bin
Thomas Payne,,Manhattan,Lafayette St & Worth St,40.715355,-74.002982,public recycling bin
Times Square,,Manhattan,42 St Btwn Broadway & 7 Ave,40.755914,-73.986712,public recycling bin
Tompkins Square Park,,Manhattan,Avenue A & E 7 St,40.72603,-73.983353,public recycling bin
Tompkins Square Park,,Manhattan,Avenue A & St. Mark's Pl,40.726599,-73.982985,public recycling bin
Tompkins Square Park,,Manhattan,Avenue B & E 8 St,40.725698,-73.980843,public recycling bin
Tony Dapolito,,Manhattan,1 Clarkson St,40.729474,-74.005489,public recycling bin
Tribeca Partnership,,Manhattan,Greenwich & North Moore,40.719979,-74.010272,public recycling bin
Union Square ,,Manhattan,Union Square Park,40.735243,-73.991012,public recycling bin
Union Square ,,Manhattan,Union Square Park,40.735219,-73.991603,public recycling bin
Union Square ,,Manhattan,Union Square Park,40.735292,-73.991614,public recycling bin
Union Square ,,Manhattan,Union Square Park,40.737023,-73.990324,public recycling bin
Union Square ,,Manhattan,Union Square Park,40.736535,-73.989754,public recycling bin
Union Square ,,Manhattan,Union Square Park,40.736122,-73.98963,public recycling bin
Union Square ,,Manhattan,Union Square Park,40.73534,-73.990127,public recycling bin
Verdi Square,,Manhattan,Verdi Square,40.77878,-73.981788,public recycling bin
Vesuvio Playground,,Manhattan,Thompson St,40.72534,-74.002324,public recycling bin
Wall Street (South/Front),,Manhattan,107 Wall Street,40.704695,-74.006729,public recycling bin
Wall Street (Water/Front),,Manhattan,100 Wall Street,40.704919,-74.007084,public recycling bin
Warren & Greenwich,,Manhattan,270 Greenwich Street,40.715575,-74.011301,public recycling bin
Washington Market Playground,,Manhattan,Washington Market Park,40.717298,-74.011001,public recycling bin
Washington Square Park,,Manhattan,Washington Square Park,40.729689,-73.99662,public recycling bin
West 124th Street Community Garden,,Manhattan,West 124th Street and 5th Avenue ,40.806938,-73.945301,public recycling bin
West 4th St. Courts (PLGD),,Manhattan,6 Ave Btwn W 3 St & W 4 St,40.731315,-74.000988,public recycling bin
West End Avenuw,,Manhattan,West End Ave & 86 St,40.788757,-73.977788,public recycling bin
Whitehall Ferry Terminal,,Manhattan,State Street outside Whitehall Ferry Terminal ,40.702335,-74.014384,public recycling bin
A.R.R.O.W. Field house,,Queens,35-30 35 St,40.755803,-73.92631,public recycling bin
Abe Wolfson,,Queens,Abe Wolfson,40.728344,-73.815159,public recycling bin
Addabo Park,,Queens,Addabo Park,40.673137,-73.85461,public recycling bin
Al Oerter Rec Center ,,Queens,131-40 Fowler Ave,40.751418,-73.833843,public recycling bin
Alley Pond Environmental,,Queens,22806 Northern Blvd,40.76269,-73.753297,public recycling bin
"Alley Springfield, picnic and athletic",,Queens,Alley Pond Park,40.740063,-73.734291,public recycling bin
"Alley Springfield, picnic and athletic",,Queens,Alley Pond Park,40.739523,-73.734881,public recycling bin
"Alley Springfield, picnic and athletic",,Queens,Alley Pond Park,40.739295,-73.735873,public recycling bin
"Alley Springfield, picnic and athletic",,Queens,Alley Pond Park,40.738986,-73.737665,public recycling bin
"Alley Springfield, picnic and athletic",,Queens,Alley Pond Park,40.739758,-73.73546,public recycling bin
Astoria Park,,Queens,Astoria Park S,40.776788,-73.92753,public recycling bin
Austin E,,Queens,Ehrenreich-Austin Playground,40.715851,-73.836995,public recycling bin
B.C.C.A. Mini-Park and Garden,,Queens,150-14 115th Drive ,40.683453,-73.79213,public recycling bin
Baisley Pond Park,,Queens,155 St & 118 Ave,40.681366,-73.787854,public recycling bin
Baisley Pond Park,,Queens,155 St & 125 Ave,40.675268,-73.786905,public recycling bin
Baisley Pond Park,,Queens,Lakeview Blvd & 118 Ave,40.682418,-73.785392,public recycling bin
Bland Playground,,Queens,Bland Playground,40.758381,-73.831008,public recycling bin
Block Association #81,,Queens,Inwood Stree between Lakewood & Shore Aves,40.690594,-73.803822,public recycling bin
Brookville Park,,Queens,143 Ave,40.66346,-73.741329,public recycling bin
Brookville Park,,Queens,147 Ave,40.657674,-73.748388,public recycling bin
Brookville Park,,Queens,232 St,40.661051,-73.746639,public recycling bin
Buzz O'Rourke Playground,,Queens,Crocheron Park,40.770753,-73.77174,public recycling bin
Byrne Park,,Queens,135 Ave btwn 131 St & 132 St,40.667505,-73.807496,public recycling bin
Captain Tilly,,Queens,Captain Tilly Park,40.712529,-73.799377,public recycling bin
Charybdis plgd,,Queens,Astoria Park,40.779897,-73.922391,public recycling bin
Crocheron Park,,Queens,33 Rd & 215 Pl,40.77208,-73.769438,public recycling bin
Culinary Kids,,Queens,30-15 Seagirt Blvd. @ Beach 31st Street,40.595548,-73.762266,public recycling bin
Cunningham Ballfields,,Queens,Cunningham Park,40.736722,-73.770538,public recycling bin
Cunningham Ballfields,,Queens,Cunningham Park,40.73523,-73.772083,public recycling bin
Cunningham Picnic,,Queens,Cunningham Park,40.730966,-73.772458,public recycling bin
Cunningham Soccer,,Queens,Cunningham Park,40.73836,-73.764991,public recycling bin
Cunningham tennis courts,,Queens,Cunningham Park,40.730117,-73.7727,public recycling bin
Cunningham tennis courts,,Queens,Cunningham Park,40.729499,-73.772888,public recycling bin
Detective Keith Williams,,Queens,Detective Keith Williams Park,40.701915,-73.783477,public recycling bin
Elmhurst Park,,Queens,Elmhurst Park,40.730193,-73.885302,public recycling bin
Flushing Meadows Corona Park,,Queens,Amphitheater Bridge,40.740388,-73.841879,public recycling bin
Flushing Meadows Corona Park,,Queens,Baseball Field 13,40.728112,-73.835592,public recycling bin
Flushing Meadows Corona Park,,Queens,Dinosaur Playground,40.735169,-73.843435,public recycling bin
Flushing Meadows Corona Park,,Queens,"Field 2, Avenue of Commerce",40.749151,-73.840066,public recycling bin
Flushing Meadows Corona Park,,Queens,Meadow Lake Trail E,40.737039,-73.837856,public recycling bin
Flushing Meadows Corona Park,,Queens,Meadow Lake Trail W,40.7333,-73.841976,public recycling bin
Flushing Meadows Corona Park,,Queens,Unisphere,40.746639,-73.844583,public recycling bin
Flushing Meadows Corona Park,,Queens,United Nations Ave S,40.744249,-73.844068,public recycling bin
Flushing Meadows Pool,,Queens,Avery Ave & 131 St,40.751882,-73.837459,public recycling bin
Forest Park,,Queens,Bandshell,40.698413,-73.857672,public recycling bin
Forest Park,,Queens,Dog Run,40.69664,-73.860344,public recycling bin
Forest Park,,Queens,Myrtle Ave & Park Lane S,40.701272,-73.841922,public recycling bin
Forest Park,,Queens,Tennis Courts,40.69747,-73.856664,public recycling bin
Forest Park,,Queens,Victory Field Baseball,40.702293,-73.854765,public recycling bin
Forest Park,,Queens,Victory Field Soccer & Running Track,40.701854,-73.853145,public recycling bin
Forest Park,,Queens,Woodhaven Blvd & Park Lane S,40.69799,-73.853295,public recycling bin
Fort Totten,,Queens,North Loop,40.794781,-73.779207,public recycling bin
Fort Totten,,Queens,Story Rd,40.792085,-73.774357,public recycling bin
Fort Totten,,Queens,Weaver Rd & Totten Ave,40.792357,-73.777013,public recycling bin
George Eagle Carr Community Garden,,Queens,148th Street ,40.692406,-73.794745,public recycling bin
Glendale Playground,,Queens,Glendale Playground,40.704591,-73.881944,public recycling bin
Greenthumb compound,,Queens,10 St & Queens Plaza S,40.753635,-73.947615,public recycling bin
Grover Cleveland,,Queens,Cleveland Park,40.710069,-73.911456,public recycling bin
Grover Cleveland,,Queens,Cleveland Park,40.71031,-73.911063,public recycling bin
Hoffman Park,,Queens,Hoffman Park,40.733135,-73.871233,public recycling bin
Hoffman Park,,Queens,Hoffman Park,40.733143,-73.871427,public recycling bin
Hoffman Park,,Queens,Hoffman Park,40.733068,-73.870885,public recycling bin
Hoffman Park,,Queens,Hoffman Park,40.732938,-73.870916,public recycling bin
Hoffman Park,,Queens,Hoffman Park,40.732701,-73.871081,public recycling bin
Hoffman Park,,Queens,Hoffman Park,40.733203,-73.871822,public recycling bin
Juniper Valley Park,,Queens,Juniper Valley Park,40.720689,-73.877521,public recycling bin
Juniper Valley Park,,Queens,Juniper Valley Park,40.720412,-73.876474,public recycling bin
Juniper Valley Park,,Queens,Juniper Valley Park,40.719988,-73.884693,public recycling bin
Juniper Valley Park,,Queens,Juniper Valley Park,40.719841,-73.882971,public recycling bin
Kissena Park,,Queens,Booth Memorial Ave ,40.742502,-73.810261,public recycling bin
Kissena Park,,Queens,Booth Memorial Ave ,40.742364,-73.808518,public recycling bin
Kissena Park,,Queens,Kissena Velodrome,40.744148,-73.809333,public recycling bin
Kissena Park,,Queens,Lithonia Ave ,40.749228,-73.803658,public recycling bin
Kissena Park,,Queens,Rose Ave,40.747887,-73.809765,public recycling bin
LBH Rec Center,,Queens,93-29 Queens Blvd,40.732226,-73.86515,public recycling bin
Marie Curie Playground,,Queens,Marie Curie Park,40.757266,-73.770978,public recycling bin
McDonald Park,,Queens,McDonald Park,40.721815,-73.845511,public recycling bin
McDonald Park,,Queens,McDonald Park,40.722012,-73.84608,public recycling bin
McDonald Park,,Queens,McDonald Park,40.72248,-73.847477,public recycling bin
Parks Academy,,Queens,Flushing Meadows Corona Park,40.751632,-73.843676,public recycling bin
Passerelle - Aquatics,,Queens,Flushing Meadows Corona Park,40.750333,-73.8441,public recycling bin
Phil Rizzuto Park ,,Queens,Phil Rizzuto Park ,40.694407,-73.822116,public recycling bin
Playground for All Children,,Queens,Flushing Meadows Corona Park,40.740883,-73.849318,public recycling bin
Pomonok Playground,,Queens,Pomonok Playground,40.736171,-73.814014,public recycling bin
Queens Hall of Science,,Queens,47-01 111 St,40.747127,-73.852214,public recycling bin
Queens Museum,,Queens,"New York City Building, Flushing Meadows Corona Park",40.745794,-73.846729,public recycling bin
Queens Theatre,,Queens,14 United Nations Ave S,40.744152,-73.844476,public recycling bin
Queens Zoo,,Queens,53-51 111 St,40.743599,-73.850355,public recycling bin
Rainey park,,Queens,Rainey Park,40.765644,-73.941159,public recycling bin
Rockaway Beach ,,Queens,B 100 St Boardwalk,40.582137,-73.820127,public recycling bin
Rockaway Beach ,,Queens,B 102 St Boardwalk,40.5814,-73.823377,public recycling bin
Rockaway Beach ,,Queens,B 105 St Boardwalk,40.580754,-73.824936,public recycling bin
Rockaway Beach ,,Queens,B 81 St Boardwalk,40.585826,-73.807265,public recycling bin
Rockaway Beach ,,Queens,B 90 St Boardwalk,40.5844,-73.811254,public recycling bin
Rockaway Beach ,,Queens,B 91 St Boardwalk,40.58415,-73.812472,public recycling bin
Rockaway Beach ,,Queens,B 95 St Boardwalk,40.583412,-73.815484,public recycling bin
Rockaway Beach ,,Queens,B 97 St Boardwalk,40.582825,-73.817858,public recycling bin
Rockaway Beach ,,Queens,B 99 St Boardwalk,40.582479,-73.819097,public recycling bin
Rockaway Beach ,,Queens,Bayside Pl Boardwalk,40.585105,-73.809223,public recycling bin
Rocket Park ,,Queens,Rocket Park ,40.670613,-73.846257,public recycling bin
Roy Wilkens,,Queens,115 Ave & 175 St,40.691011,-73.774207,public recycling bin
Roy Wilkens,,Queens,Baisley Blvd,40.685918,-73.769315,public recycling bin
Roy Wilkens,,Queens,Roy Wilkens ,40.688249,-73.773574,public recycling bin
Socrates Park,,Queens,Socrates Park,40.768029,-73.936159,public recycling bin
Sorrentino ,,Queens,1848 Cornaga Ave,40.602281,-73.751564,public recycling bin
Southern Fields ,,Queens,Southern Pkwy,40.665379,-73.824555,public recycling bin
Southern Fields ,,Queens,Southern Pkwy,40.665627,-73.826703,public recycling bin
St. Michaels,,Queens,St. Michael's Playground,40.758219,-73.900278,public recycling bin
Steinway St,,Queens,BW 34 St & Broadway,40.758155,-73.919785,public recycling bin
Sunnyside Garden Park,,Queens,Sunnyside Garden Park,40.749844,-73.91475,public recycling bin
Sunnyside Garden Park,,Queens,Sunnyside Garden Park,40.749547,-73.91514,public recycling bin
Sunnyside Garden Park,,Queens,Sunnyside Garden Park,40.749687,-73.91427,public recycling bin
Travers Park,,Queens,Travers Park,40.754243,-73.889365,public recycling bin
Underhill,,Queens,Cunningham Park,40.741628,-73.777362,public recycling bin
William Simmons Community Garden Club,,Queens,173 St,40.701651,-73.78315,public recycling bin
World ice rink,,Queens,Flushing Meadows Corona Park,40.751914,-73.83732,public recycling bin
150 St,,Staten Island,New Dorp Lane & S Railroad Ave,40.574036,-74.116627,public recycling bin
Berry Homes ballfield,,Staten Island,"Gen. Douglas Macarthur Park, Dongan Hills Ave",40.587445,-74.100364,public recycling bin
Berry Homes ballfield,,Staten Island,"Gen. Douglas Macarthur Park, Dongan Hills Ave",40.586439,-74.100257,public recycling bin
Bloomingdale Playgound,,Staten Island,Bloomingdale Park ,40.533819,-74.210241,public recycling bin
Bloomingdale Playgound,,Staten Island,Bloomingdale Park ,40.535174,-74.210125,public recycling bin
Bloomingdale Playgound,,Staten Island,"Bloomingdale Park, Lenevar Ave & Ramona Ave",40.53514,-74.208524,public recycling bin
Bloomingdale Playgound,,Staten Island,"Bloomingdale Park, Richmond Pkwy & Lenevar Ave",40.531521,-74.207153,public recycling bin
Cedar Grove Beach,,Staten Island,Cedar Grove Beach,40.557382,-74.10392,public recycling bin
Cedar Grove Beach,,Staten Island,Cedar Grove Beach,40.560272,-74.10104,public recycling bin
Clove lake garage complex,,Staten Island,Clove Lake Park,40.620135,-74.118801,public recycling bin
Clove lake garage complex,,Staten Island,Clove Lake Park,40.618744,-74.118278,public recycling bin
Cloves Lake,,Staten Island,Clove Lake Park,40.613891,-74.113523,public recycling bin
Corporal Thompson Playground,,Staten Island,CPL Thompson Park,40.637872,-74.118791,public recycling bin
DeMatti Playground,,Staten Island,Thompkins Ave Btwn Chestnut Ave & Shaughnessy Ln,40.614615,-74.07412,public recycling bin
Faber Pool,,Staten Island,Faber Pool and Park,40.640999,-74.135418,public recycling bin
Graniteville,,Staten Island,Jennifer's Playground,40.62005569,-74.16311549,public recycling bin
Greenbelt Nature Center,,Staten Island,700 Rockland Ave,40.588496,-74.138918,public recycling bin
Greenbelt Park ,,Staten Island,Greenbelt Park ,40.584516,-74.125035,public recycling bin
Greenbelt Rec Ctr,,Staten Island,501 Brielle Ave,40.593686,-74.135646,public recycling bin
John M. D'Amato Field,,Staten Island,Miller Field,40.564469,-74.097531,public recycling bin
Lyons Pool,,Staten Island,Tompkinsville Play Center,40.637596,-74.074802,public recycling bin
MacArthur Park,,Staten Island,MacArthur Park,40.585877,-74.100975,public recycling bin
Mahony Playground,,Staten Island,Crescent Ave Btwn Jersey St & Beechwood Ave,40.643368,-74.086066,public recycling bin
Midland Beach,,Staten Island,"Midland Field, Bedford Ave ",40.57669,-74.098663,public recycling bin
Midland Beach,,Staten Island,Midland Playground,40.575019,-74.098706,public recycling bin
Prall Playground,,Staten Island,Forest Ave & Elizabeth St,40.628859,-74.118013,public recycling bin
Silver Lake Dog Run,,Staten Island,Silver Lake Park,40.627186,-74.091985,public recycling bin
Silver Lake Tennis,,Staten Island,Silver Lake Park,40.628358,-74.099058,public recycling bin
South Beach,,Staten Island,South Beach,40.579313,-74.077688,public recycling bin
Staten Island Ferry Terminal,,Staten Island,Hyatt Ave,40.642303,-74.076549,public recycling bin
Staten Island Ferry Terminal,,Staten Island,Richmond Terrace,40.642709,-74.075724,public recycling bin
Staten Island Ferry Terminal,,Staten Island,Richmond Terrace,40.642324,-74.075489,public recycling bin
Tottenville Pool,,Staten Island,Hylan Blvd,40.505646,-74.235477,public recycling bin
Walker Park,,Staten Island,Davis Ave & Livingston Ct,40.642843,-74.11032,public recycling bin
Walker Park,,Staten Island,Delafield Pl & Bard Ave,40.643799,-74.108845,public recycling bin
Walker Park,,Staten Island,Delafield Pl & Davis Ave,40.643449,-74.11046,public recycling bin
Walker Park,,Staten Island,Livingston Ct & bard Ave ,40.643343,-74.108641,public recycling bin
West Brighton Pool,,Staten Island,899 Henderson Ave ,40.637121,-74.119287,public recycling bin
Willowbrook Park,,Staten Island,Willowbrook Park,40.603832,-74.158697,public recycling bin
Willowbrook Park,,Staten Island,Willowbrook Park,40.603828,-74.16125,public recycling bin
Wolfe's Pond,,Staten Island,Wolfe's Pond,40.517368,-74.190913,public recycling bin
Wolfe's Pond,,Staten Island,Wolfe's Pond,40.518652,-74.18731,public recycling bin
